id,hash,ignored,data,files
401,4352351,false,,[4]
402,3691823,false,,"[4,7,10,34,35]"
403,165476,false,,"[4,7,10,14,34,35]"
404,319762,false,,[4]
405,1971055,false,,[4]
406,2805844,false,,[4]
407,2026760,false,,[4]
408,312215,false,,"[4,3,10,12,29,33,39,36,37,41]"
409,4003155,false,,"[4,14,24,62,63]"
410,1444592,false,,"[3,18]"
411,1957056,false,,"[3,18]"
412,1541848,false,,"[3,18]"
413,834386,false,,[3]
414,197992,false,,[3]
415,2248797,false,,[3]
416,1188854,false,,"[3,30,29]"
417,116537,false,,[3]
418,517012,false,,"[3,14]"
419,594519,false,,[3]
420,1809653,false,,[3]
421,2298346,false,,[3]
422,8109844,false,,[3]
423,6716981,false,,[3]
424,5250119,false,,"[3,18,38,39,37,41]"
425,2452872,false,,[3]
426,3039390,false,,[3]
427,6625,false,,[3]
428,1460363,false,,[3]
429,1007512,false,,[3]
430,7180265,false,,[3]
431,6712835,false,,[3]
432,1701889,false,,[3]
433,861252,false,,[3]
434,1172532,false,,[3]
435,5323014,false,,[3]
436,2977420,false,,[3]
437,600628,false,,[3]
438,2469291,false,,[3]
439,1953240,false,,[3]
440,1370291,false,,[3]
441,906648,false,,[3]
442,3909972,false,,[3]
443,3990448,false,,[3]
444,5791721,false,,[3]
445,6112683,false,,[3]
446,2738622,false,,"[3,24,26,30,62,63,70,73]"
447,2369183,false,,"[3,24,26,30,47,62,63,70,73]"
448,4789377,false,,[3]
449,2867777,false,,[3]
450,1672250,false,,"[3,40,37,41,44]"
451,767989,false,,"[3,40,37,41,44]"
452,438600,false,,[3]
453,230194,false,,[3]
454,1353381,false,,[3]
455,729743,false,,[3]
456,117237,false,,[3]
457,998744,false,,[3]
458,5001929,false,,[3]
459,5091763,false,,[3]
460,192980,false,,"[3,18]"
461,304616,false,,[3]
462,1331172,false,,[3]
463,3201797,false,,[3]
464,5351852,false,,[3]
465,4984291,false,,[3]
466,4403055,false,,[3]
467,4211432,false,,[3]
468,293699,false,,[7]
469,690068,false,,"[7,11]"
470,458332,false,,"[7,11]"
471,1831886,false,,[7]
472,2639845,false,,[7]
473,4922606,false,,"[7,12]"
474,9565646,false,,"[7,12]"
475,12094037,false,,[7]
476,17928896,false,,[7]
477,13313365,false,,[7]
478,11671035,false,,[7]
479,2269248,false,,"[7,14]"
480,2812365,false,,"[7,14]"
481,3415399,false,,[7]
482,6006006,false,,[7]
483,9022252,false,,[7]
484,3267193,false,,[7]
485,1970393,false,,[7]
486,678980,false,,[7]
487,4150739,false,,[7]
488,11691381,false,,[7]
489,8053768,false,,[7]
490,464339,false,,[7]
491,1432433,false,,[7]
492,1178060,false,,[7]
493,697277,false,,[7]
494,634925,false,,[7]
495,100126,false,,[7]
496,6487779,false,,[7]
497,3390371,false,,[7]
498,1256294,false,,"[7,5,10]"
499,1093548,false,,"[7,5,10]"
500,2049498,false,,"[7,5,10]"
501,2730823,false,,[7]
502,1180895,false,,[7]
503,6525009,false,,[7]
504,6162590,false,,[7]
505,2123810,false,,[7]
506,1620895,false,,[7]
507,164347,false,,[7]
508,2681258,false,,[7]
509,3064832,false,,[7]
510,4915305,false,,"[7,12,47]"
511,1140925,false,,"[7,12,8,47]"
512,1369143,false,,"[7,12,14]"
513,1300188,false,,[7]
514,225463,false,,[7]
515,190397,false,,"[7,21,47,32,39,54,50,56,60]"
516,52268,false,,"[7,20]"
517,97098,false,,[7]
518,313892,false,,[7]
519,426554,false,,[7]
520,1759079,false,,"[7,10]"
521,1446349,false,,[7]
522,522948,false,,[7]
523,924253,false,,[7]
524,2143734,false,,"[5,12]"
525,856522,false,,"[5,11,35]"
526,905621,false,,"[5,10]"
527,3638654,false,,[5]
528,5643663,false,,"[5,14,35,32]"
529,1326333,false,,[5]
530,4498399,false,,[5]
531,2954290,false,,[5]
532,2978996,false,,[5]
533,3444860,false,,[5]
534,4628980,false,,[5]
535,4095603,false,,[5]
536,587233,false,,"[5,9,18,17,16]"
537,2518153,false,,"[5,9,18,17,16]"
538,1658762,false,,[5]
539,560938,false,,[5]
540,3195568,false,,"[5,10]"
541,2919878,false,,"[5,33,40,37,41,44]"
542,2092702,false,,[5]
543,2561188,false,,[5]
544,1193847,true,,"[5,10,9,14,13,15,17,16,23,24,25,22,28,27,40,37,43,52,45,46,49,48,51,53,57,58,62,63,61,64,67,65,66,69,68,71]"
545,991298,false,,"[5,15,24,42,45,46,62,63]"
546,662001,false,,"[5,15,24,42,45,46,62,63]"
547,620847,false,,[5]
548,1164457,false,,[5]
549,1245023,false,,[5]
550,1550232,false,,[5]
551,3973162,false,,[5]
552,5994851,false,,"[5,8,14,33]"
553,415945,false,,"[5,16,26,38,51,53]"
554,2126338,false,,"[5,16,26,38,51,53]"
555,4648432,false,,"[5,16,26,38,51,53]"
556,3252347,false,,"[5,26]"
557,48729,false,,[5]
558,3762525,false,,[5]
559,6795747,false,,[5]
560,3652195,false,,[5]
561,3069791,false,,[5]
562,43445,false,,"[5,25,36,61,64]"
563,5343291,false,,[5]
564,407497,false,,"[5,8,26]"
565,1756940,false,,[5]
566,2448577,true,,"[5,8,13,15,20,16,21,24,22,26,31,38,43,52,45,46,54,50,51,53,56,60,62,63,67,65,70,73,72,74]"
567,3055294,false,,[5]
568,5097511,false,,[5]
569,900250,false,,[5]
570,769647,false,,[5]
571,5275572,false,,[5]
572,5398750,false,,[5]
573,2716338,false,,[5]
574,1755223,false,,"[5,36,61,64]"
575,4562787,false,,[5]
576,4629940,false,,[5]
577,3392085,false,,[5]
578,4037035,false,,[5]
579,3854795,false,,[5]
580,3032537,false,,[5]
581,331806,false,,"[5,14,35]"
582,3383,false,,[5]
583,809525,false,,[5]
584,1018960,false,,[5]
585,5568906,false,,[5]
586,4380811,false,,[5]
587,3271530,false,,[5]
588,95803,false,,"[5,23,39]"
589,2177113,false,,[5]
590,1116901,false,,[5]
591,363534,false,,[5]
592,2654434,false,,[5]
593,2221175,false,,[5]
594,921941,false,,[5]
595,82298,false,,[5]
596,6168690,false,,[5]
597,5321362,false,,"[5,8]"
598,1903255,false,,[5]
599,3531394,false,,[5]
600,812854,false,,[5]
601,876355,false,,[5]
602,4008797,false,,"[5,31,72,74]"
603,5797284,false,,"[5,35]"
604,5190260,false,,[5]
605,7832504,false,,[5]
606,557295,false,,[5]
607,139363,false,,[5]
608,3578473,false,,[5]
609,4734621,false,,[5]
610,2984753,false,,[5]
611,3870041,false,,"[5,24,62,63]"
612,346190,false,,[5]
613,809611,false,,[5]
614,3357137,false,,[5]
615,1084452,false,,[5]
616,32660714,false,,[10]
617,19294943,false,,[10]
618,1234207,false,,[10]
619,1829979,false,,[10]
620,4049859,false,,[10]
621,4109405,false,,[10]
622,3733643,false,,[10]
623,3456497,false,,[10]
624,1393211,false,,[10]
625,531304,false,,[10]
626,1305498,false,,[10]
627,2145532,false,,[10]
628,1203327,false,,[10]
629,4377774,false,,[10]
630,5959976,false,,[10]
631,3061983,false,,[10]
632,1562835,false,,[10]
633,1350163,false,,[10]
634,1904510,false,,[10]
635,2254069,false,,[10]
636,1985324,false,,[10]
637,1909952,false,,[10]
638,3768576,false,,[10]
639,3110255,false,,[10]
640,3961086,false,,[10]
641,4601527,false,,[10]
642,1273090,false,,[10]
643,2364829,false,,[10]
644,4146120,false,,[10]
645,3586288,false,,[10]
646,1129077,false,,[10]
647,1401501,false,,[10]
648,1533061,false,,[10]
649,6779649,false,,[10]
650,3273860,false,,[10]
651,736461,false,,[10]
652,2327367,false,,[10]
653,2551618,false,,[10]
654,3123735,false,,[10]
655,3610247,false,,[10]
656,996884,false,,"[10,8,14]"
657,474176,false,,[10]
658,278419,false,,[10]
659,1205886,false,,[10]
660,1235334,false,,[10]
661,2038875,false,,[10]
662,2781394,false,,[10]
663,3580738,false,,[10]
664,5171740,false,,[10]
665,2442965,false,,[10]
666,3485806,false,,[10]
667,5292771,false,,[10]
668,3908228,false,,[10]
669,5355287,false,,[10]
670,8060996,false,,[10]
671,7584835,false,,[10]
672,1419025,false,,[10]
673,110748,false,,[10]
674,277139,false,,[10]
675,754784,false,,[10]
676,2330124,false,,[10]
677,430604,false,,[10]
678,188315,false,,[10]
679,4715237,false,,"[10,39]"
680,3574906,false,,[10]
681,2884345,false,,[10]
682,3561402,false,,[10]
683,2217587,false,,[10]
684,81467,false,,[10]
685,6739275,false,,[10]
686,1122125,false,,[10]
687,1316564,true,,"[10,23,25,22,28,27,31,36,40,37,41,57,58,61,64,67,65,66,69,68,71,72,74]"
688,164336,false,,[10]
689,1429310,false,,[10]
690,1190167,false,,[10]
691,627404,false,,[10]
692,496928,false,,[10]
693,4449240,false,,[10]
694,418127,false,,[10]
695,3862638,false,,[10]
696,4063629,false,,[10]
697,2606986,false,,[10]
698,2478934,false,,[10]
699,3874854,false,,[10]
700,1124859,false,,[10]
701,277170,false,,[10]
702,791494,false,,[10]
703,3778648,false,,[10]
704,2725885,false,,[10]
705,1170011,false,,[10]
706,200840,false,,[10]
707,624633,false,,[10]
708,3930352,false,,[10]
709,3146670,false,,[10]
710,3158055,false,,[10]
711,5371182,false,,[10]
712,1233845,false,,[10]
713,1571787,false,,[10]
714,2401301,false,,[10]
715,5641770,false,,"[10,11,35]"
716,5402647,false,,[10]
717,7590229,false,,[10]
718,9506036,false,,[10]
719,10501077,false,,[10]
720,322828,false,,[10]
721,181905,false,,[10]
722,723607,false,,[10]
723,692393,false,,[10]
724,3459106,false,,"[12,9,33]"
725,4361937,false,,[12]
726,7119047,false,,[12]
727,3627852,false,,[12]
728,966834,false,,[12]
729,2766590,false,,[12]
730,2325488,false,,[12]
731,2326808,false,,[12]
732,970224,false,,[12]
733,478828,false,,[12]
734,382062,false,,[12]
735,469856,false,,[12]
736,100150,false,,[12]
737,5806275,false,,[12]
738,6034256,false,,[12]
739,250635,false,,[12]
740,5850945,false,,[12]
741,1114961,false,,[12]
742,483622,false,,[12]
743,691716,false,,[12]
744,1233454,false,,"[12,18,32]"
745,1396811,false,,[12]
746,5577828,false,,[12]
747,265311,false,,[12]
748,3430550,false,,[12]
749,3929572,false,,[12]
750,3058456,false,,[12]
751,227756,false,,[12]
752,147255,false,,[12]
753,1258910,false,,[12]
754,3401721,false,,[12]
755,6942205,false,,[12]
756,7211269,false,,[12]
757,7082922,false,,[12]
758,1691497,false,,[12]
759,3100425,false,,[12]
760,2256352,false,,[12]
761,2381300,false,,[12]
762,4464033,false,,[12]
763,5071363,false,,[12]
764,1439196,false,,[12]
765,2586793,false,,"[12,8]"
766,4238787,false,,[12]
767,5456581,false,,"[12,8]"
768,5036670,false,,[12]
769,4983478,false,,"[12,39]"
770,423424,false,,[12]
771,873494,false,,[12]
772,2465526,false,,[12]
773,571135,false,,[12]
774,1441800,false,,[12]
775,2843562,false,,[12]
776,5070326,false,,[12]
777,4870122,false,,[12]
778,371400,false,,"[12,11]"
779,916679,false,,"[12,11]"
780,1340468,false,,"[12,11]"
781,1068324,false,,[12]
782,145125,false,,[12]
783,2816292,false,,[12]
784,2677192,false,,[12]
785,2828759,false,,[12]
786,2451080,false,,[12]
787,2267936,false,,[12]
788,5006509,false,,[12]
789,5339374,false,,[12]
790,11033059,false,,[12]
791,4812385,false,,[12]
792,637397,false,,[12]
793,6090181,false,,[12]
794,7400503,false,,[12]
795,3592258,false,,[12]
796,1846730,false,,[12]
797,1000650,false,,[12]
798,289260,false,,[12]
799,1245311,false,,[12]
800,1559728,false,,[12]
801,443409,false,,[12]
802,3220719,false,,[12]
803,677680,false,,[12]
804,2784118,false,,[12]
805,1555121,false,,"[12,9,18,36]"
806,4320401,false,,"[12,36]"
807,1099904,false,,"[12,36]"
808,8855525,false,,[8]
809,1367334,false,,[8]
810,5974241,false,,[8]
811,3191935,false,,"[8,39]"
812,1276441,false,,"[8,39]"
813,2883842,false,,[8]
814,1227594,false,,[8]
815,2800294,false,,"[8,39]"
816,2095118,false,,[8]
817,563593,false,,[8]
818,1474522,false,,[8]
819,2015117,false,,"[8,42]"
820,254563,false,,[8]
821,197270,false,,[8]
822,6371125,false,,[8]
823,84364,false,,[8]
824,2072392,false,,[8]
825,938519,false,,[8]
826,2510633,false,,[8]
827,2827314,false,,[8]
828,6649250,false,,[8]
829,5857898,false,,"[8,42]"
830,156538,false,,[8]
831,4412599,false,,[8]
832,5774377,false,,"[8,9,14,11,25,31,61,64,72,74]"
833,7982392,false,,[8]
834,488390,false,,[8]
835,7046990,false,,[8]
836,436981,false,,"[8,39]"
837,1526232,false,,"[8,39]"
838,1481637,false,,[8]
839,527811,false,,"[8,42]"
840,3445413,false,,"[8,42]"
841,1443200,false,,[8]
842,3617712,false,,[8]
843,3011705,false,,[8]
844,1619612,false,,[8]
845,276642,false,,[8]
846,5212493,false,,[8]
847,5370047,false,,[8]
848,1223939,true,,"[8,15,21,24,22,31,42,45,46,56,60,62,63,67,65,72,74]"
849,7919157,false,,[8]
850,6947140,false,,[8]
851,6656622,false,,"[8,18,39]"
852,2006604,false,,[8]
853,5774855,false,,[8]
854,696544,false,,[8]
855,145205,false,,[9]
856,1968634,false,,[9]
857,938657,false,,"[9,18]"
858,881581,false,,"[9,18]"
859,558211,false,,"[9,18]"
860,467194,false,,[9]
861,230630,false,,[9]
862,2299613,false,,"[9,32]"
863,754521,false,,[9]
864,198775,false,,[9]
865,4477005,false,,[9]
866,568315,false,,[9]
867,638772,false,,[9]
868,430985,false,,"[9,38,44]"
869,1773724,false,,"[9,38]"
870,5626941,false,,"[9,44]"
871,5992617,false,,[9]
872,4834478,false,,[9]
873,3408136,false,,[9]
874,245237,false,,[9]
875,112353,false,,[9]
876,181170,false,,[9]
877,1739839,false,,[9]
878,7605144,false,,[9]
879,7981725,false,,[9]
880,7286030,false,,[9]
881,338647,false,,"[9,11]"
882,430773,false,,[9]
883,3363920,false,,[9]
884,1924131,false,,[9]
885,5858526,false,,[9]
886,4941899,false,,[9]
887,3977627,false,,[9]
888,3262847,false,,[9]
889,1369988,false,,"[9,18]"
890,1149452,false,,"[9,18]"
891,9054057,false,,[9]
892,7705399,false,,"[9,14]"
893,3237950,false,,[9]
894,80724,false,,[9]
895,4286439,false,,[9]
896,6090610,false,,[9]
897,4382395,false,,[9]
898,4796244,false,,[9]
899,4749838,false,,[9]
900,779004,false,,[9]
901,93181,false,,[9]
902,8244766,false,,[9]
903,10054286,false,,[9]
