id,hash,ignored,data,files
298,696141,false,,[4]
299,1263889,false,,"[4,35,34,37]"
300,6116186,false,,"[4,35,37,36]"
301,1850170,false,,"[4,14,35]"
302,4464231,false,,"[4,31,35]"
303,4938418,false,,[4]
304,3941138,false,,[4]
305,3222855,false,,[4]
306,796874,false,,"[4,3,9,10,13,15,19,35,33,43,46,45,52,54]"
307,3358048,false,,"[4,8,7,9,15,19,22,21,25,29,33,37,39,42,41,40,43,46,45,52,54,59,57,60,63,64,71,69,70,68,72]"
308,3480573,false,,"[4,7,25,29,64,71,69,70,68,72]"
309,853497,false,,[4]
310,1549353,false,,[4]
311,2803814,false,,[4]
312,647646,false,,[4]
313,2089933,false,,"[4,7,13]"
314,2028279,false,,"[4,7,11,13,14]"
315,5858551,false,,"[4,7,11]"
316,5727915,false,,[4]
317,4713882,false,,"[4,13]"
318,415924,false,,[4]
319,1304058,false,,[4]
320,6853152,false,,"[4,13]"
321,835791,false,,[4]
322,11604,false,,[4]
323,229604,false,,[4]
324,406881,false,,[4]
325,2103970,false,,[4]
326,3199176,false,,"[4,6,11,14]"
327,2370648,false,,"[4,6,11,14]"
328,713565,false,,"[4,7,6,11,14]"
329,5629624,false,,"[4,11]"
330,1757227,false,,"[4,9,11]"
331,8213765,false,,"[4,7,44]"
332,3022746,false,,"[4,7,44]"
333,3289617,false,,"[4,7,11,12]"
334,3992488,false,,"[8,7,6,37,44]"
335,4961656,false,,"[8,7,6,37,44]"
336,6431997,false,,"[8,7,6,37,44]"
337,8210634,false,,"[8,7,3,6,9,12,37]"
338,775657,false,,"[8,3,9,31,33]"
339,1797438,false,,"[8,3,9]"
340,3051120,false,,"[8,3,9,37,42,41,44]"
341,3295199,false,,"[8,3,9,44]"
342,1570925,false,,[8]
343,1617419,false,,[8]
344,1484476,false,,[8]
345,1953820,false,,[8]
346,2019048,false,,[8]
347,1650035,false,,"[8,37]"
348,324733,false,,[8]
349,3112389,false,,[8]
350,2010907,false,,[8]
351,10088348,false,,[8]
352,5907905,false,,[8]
353,3113888,false,,[8]
354,206649,false,,[8]
355,2546460,false,,[8]
356,9265720,false,,[8]
357,1406625,false,,[8]
358,4542314,false,,[8]
359,1303222,false,,[8]
360,1389344,false,,[8]
361,2813901,false,,"[8,40]"
362,116440,false,,"[8,3]"
363,2015062,false,,"[8,3,14,38]"
364,3586823,false,,[8]
365,5487187,false,,[8]
366,1796106,false,,[8]
367,2172591,false,,"[8,6,44]"
368,3701994,false,,"[8,44]"
369,564997,false,,"[8,3,6,9,10,13,35]"
370,4801857,false,,"[8,13]"
371,1143355,false,,[8]
372,2320595,false,,"[8,9,19,22,21,33,39,42,52,54,60,63]"
373,4783092,false,,[8]
374,4830210,false,,[8]
375,4862255,false,,"[8,37]"
376,2145667,false,,[8]
377,1324084,false,,[8]
378,3067951,false,,[8]
379,4443848,false,,[8]
380,2704434,false,,[8]
381,1573959,false,,"[8,52,54]"
382,704776,false,,[8]
383,1265069,false,,[8]
384,1283101,false,,[8]
385,5623384,false,,[8]
386,2280288,false,,"[8,6]"
387,4664269,false,,"[8,3,12,13,14]"
388,4331562,false,,"[8,3,12,13,14]"
389,2654770,false,,[8]
390,1034222,false,,[8]
391,6041715,false,,"[8,28]"
392,3683805,false,,"[8,6,20,34,53,58]"
393,393038,false,,"[8,6]"
394,1484037,false,,"[8,6]"
395,3697256,false,,[8]
396,1790835,false,,[8]
397,3397455,false,,[8]
398,4157482,false,,[8]
399,2545688,false,,"[8,9,32,33,37]"
400,1408546,false,,[8]
401,4352351,false,,[8]
402,3691823,false,,"[8,3,5,31,33]"
403,165476,false,,"[8,3,5,12,31,33]"
404,319762,false,,[8]
405,1971055,false,,[8]
406,2805844,false,,[8]
407,2026760,false,,[8]
408,312215,false,,"[8,7,5,9,32,37,39,36,41,40]"
409,4003155,false,,"[8,12,21,60,63]"
410,1444592,false,,"[7,14]"
411,1957056,false,,"[7,14]"
412,1541848,false,,"[7,14]"
413,834386,false,,[7]
414,197992,false,,[7]
415,2248797,false,,[7]
416,1188854,false,,"[7,30,32]"
417,116537,false,,[7]
418,517012,false,,"[7,12]"
419,594519,false,,[7]
420,1809653,false,,[7]
421,2298346,false,,[7]
422,8109844,false,,[7]
423,6716981,false,,[7]
424,5250119,false,,"[7,14,34,39,41,40]"
425,2452872,false,,[7]
426,3039390,false,,[7]
427,6625,false,,[7]
428,1460363,false,,[7]
429,1007512,false,,[7]
430,7180265,false,,[7]
431,6712835,false,,[7]
432,1701889,false,,[7]
433,861252,false,,[7]
434,1172532,false,,[7]
435,5323014,false,,[7]
436,2977420,false,,[7]
437,600628,false,,[7]
438,2469291,false,,[7]
439,1953240,false,,[7]
440,1370291,false,,[7]
441,906648,false,,[7]
442,3909972,false,,[7]
443,3990448,false,,[7]
444,5791721,false,,[7]
445,6112683,false,,[7]
446,2738622,false,,"[7,21,24,30,60,63,68,72]"
447,2369183,false,,"[7,21,24,30,35,60,63,68,72]"
448,4789377,false,,[7]
449,2867777,false,,[7]
450,1672250,false,,"[7,42,41,40,43]"
451,767989,false,,"[7,42,41,40,43]"
452,438600,false,,[7]
453,230194,false,,[7]
454,1353381,false,,[7]
455,729743,false,,[7]
456,117237,false,,[7]
457,998744,false,,[7]
458,5001929,false,,[7]
459,5091763,false,,[7]
460,192980,false,,"[7,14]"
461,304616,false,,[7]
462,1331172,false,,[7]
463,3201797,false,,[7]
464,5351852,false,,[7]
465,4984291,false,,[7]
466,4403055,false,,[7]
467,4211432,false,,[7]
468,293699,false,,[3]
469,690068,false,,"[3,13]"
470,458332,false,,"[3,13]"
471,1831886,false,,[3]
472,2639845,false,,[3]
473,4922606,false,,"[3,9]"
474,9565646,false,,"[3,9]"
475,12094037,false,,[3]
476,17928896,false,,[3]
477,13313365,false,,[3]
478,11671035,false,,[3]
479,2269248,false,,"[3,12]"
480,2812365,false,,"[3,12]"
481,3415399,false,,[3]
482,6006006,false,,[3]
483,9022252,false,,[3]
484,3267193,false,,[3]
485,1970393,false,,[3]
486,678980,false,,[3]
487,4150739,false,,[3]
488,11691381,false,,[3]
489,8053768,false,,[3]
490,464339,false,,[3]
491,1432433,false,,[3]
492,1178060,false,,[3]
493,697277,false,,[3]
494,634925,false,,[3]
495,100126,false,,[3]
496,6487779,false,,[3]
497,3390371,false,,[3]
498,1256294,false,,"[3,6,5]"
499,1093548,false,,"[3,6,5]"
500,2049498,false,,"[3,6,5]"
501,2730823,false,,[3]
502,1180895,false,,[3]
503,6525009,false,,[3]
504,6162590,false,,[3]
505,2123810,false,,[3]
506,1620895,false,,[3]
507,164347,false,,[3]
508,2681258,false,,[3]
509,3064832,false,,[3]
510,4915305,false,,"[3,9,35]"
511,1140925,false,,"[3,9,10,35]"
512,1369143,false,,"[3,9,12]"
513,1300188,false,,[3]
514,225463,false,,[3]
515,190397,false,,"[3,23,35,38,39,50,55,56,61]"
516,52268,false,,"[3,18]"
517,97098,false,,[3]
518,313892,false,,[3]
519,426554,false,,[3]
520,1759079,false,,"[3,5]"
521,1446349,false,,[3]
522,522948,false,,[3]
523,924253,false,,[3]
524,2143734,false,,"[6,9]"
525,856522,false,,"[6,13,33]"
526,905621,false,,"[6,5]"
527,3638654,false,,[6]
528,5643663,false,,"[6,12,33,38]"
529,1326333,false,,[6]
530,4498399,false,,[6]
531,2954290,false,,[6]
532,2978996,false,,[6]
533,3444860,false,,[6]
534,4628980,false,,[6]
535,4095603,false,,[6]
536,587233,false,,"[6,11,14,17,20]"
537,2518153,false,,"[6,11,14,17,20]"
538,1658762,false,,[6]
539,560938,false,,[6]
540,3195568,false,,"[6,5]"
541,2919878,false,,"[6,37,42,41,40,43]"
542,2092702,false,,[6]
543,2561188,false,,[6]
544,1193847,false,,"[6,5,11,12,15,16,17,20,22,21,27,26,25,29,42,41,46,45,47,51,48,49,53,58,59,57,60,63,62,65,66,67,64,71,69,70]"
545,991298,false,,"[6,16,21,44,47,51,60,63]"
546,662001,false,,"[6,16,21,44,47,51,60,63]"
547,620847,false,,[6]
548,1164457,false,,[6]
549,1245023,false,,[6]
550,1550232,false,,[6]
551,3973162,false,,[6]
552,5994851,false,,"[6,10,12,37]"
553,415945,false,,"[6,20,24,34,53,58]"
554,2126338,false,,"[6,20,24,34,53,58]"
555,4648432,false,,"[6,20,24,34,53,58]"
556,3252347,false,,"[6,24]"
557,48729,false,,[6]
558,3762525,false,,[6]
559,6795747,false,,[6]
560,3652195,false,,[6]
561,3069791,false,,[6]
562,43445,false,,"[6,27,36,62,65]"
563,5343291,false,,[6]
564,407497,false,,"[6,10,24]"
565,1756940,false,,[6]
566,2448577,false,,"[6,10,15,16,18,20,23,21,26,24,28,34,46,45,47,51,50,55,53,58,56,61,60,63,66,67,68,72,73,74]"
567,3055294,false,,[6]
568,5097511,false,,[6]
569,900250,false,,[6]
570,769647,false,,[6]
571,5275572,false,,[6]
572,5398750,false,,[6]
573,2716338,false,,[6]
574,1755223,false,,"[6,36,62,65]"
575,4562787,false,,[6]
576,4629940,false,,[6]
577,3392085,false,,[6]
578,4037035,false,,[6]
579,3854795,false,,[6]
580,3032537,false,,[6]
581,331806,false,,"[6,12,33]"
582,3383,false,,[6]
583,809525,false,,[6]
584,1018960,false,,[6]
585,5568906,false,,[6]
586,4380811,false,,[6]
587,3271530,false,,[6]
588,95803,false,,"[6,22,39]"
589,2177113,false,,[6]
590,1116901,false,,[6]
591,363534,false,,[6]
592,2654434,false,,[6]
593,2221175,false,,[6]
594,921941,false,,[6]
595,82298,false,,[6]
596,6168690,false,,[6]
597,5321362,false,,"[6,10]"
598,1903255,false,,[6]
599,3531394,false,,[6]
600,812854,false,,[6]
601,876355,false,,[6]
602,4008797,false,,"[6,28,73,74]"
603,5797284,false,,"[6,33]"
604,5190260,false,,[6]
605,7832504,false,,[6]
606,557295,false,,[6]
607,139363,false,,[6]
608,3578473,false,,[6]
609,4734621,false,,[6]
610,2984753,false,,[6]
611,3870041,false,,"[6,21,60,63]"
612,346190,false,,[6]
613,809611,false,,[6]
614,3357137,false,,[6]
615,1084452,false,,[6]
616,32660714,false,,[5]
617,19294943,false,,[5]
618,1234207,false,,[5]
619,1829979,false,,[5]
620,4049859,false,,[5]
621,4109405,false,,[5]
622,3733643,false,,[5]
623,3456497,false,,[5]
624,1393211,false,,[5]
625,531304,false,,[5]
626,1305498,false,,[5]
627,2145532,false,,[5]
628,1203327,false,,[5]
629,4377774,false,,[5]
630,5959976,false,,[5]
631,3061983,false,,[5]
632,1562835,false,,[5]
633,1350163,false,,[5]
634,1904510,false,,[5]
635,2254069,false,,[5]
636,1985324,false,,[5]
637,1909952,false,,[5]
638,3768576,false,,[5]
639,3110255,false,,[5]
640,3961086,false,,[5]
641,4601527,false,,[5]
642,1273090,false,,[5]
643,2364829,false,,[5]
644,4146120,false,,[5]
645,3586288,false,,[5]
646,1129077,false,,[5]
647,1401501,false,,[5]
648,1533061,false,,[5]
649,6779649,false,,[5]
650,3273860,false,,[5]
651,736461,false,,[5]
652,2327367,false,,[5]
653,2551618,false,,[5]
654,3123735,false,,[5]
655,3610247,false,,[5]
656,996884,false,,"[5,10,12]"
657,474176,false,,[5]
658,278419,false,,[5]
659,1205886,false,,[5]
660,1235334,false,,[5]
661,2038875,false,,[5]
662,2781394,false,,[5]
663,3580738,false,,[5]
664,5171740,false,,[5]
665,2442965,false,,[5]
666,3485806,false,,[5]
667,5292771,false,,[5]
668,3908228,false,,[5]
669,5355287,false,,[5]
670,8060996,false,,[5]
671,7584835,false,,[5]
672,1419025,false,,[5]
673,110748,false,,[5]
674,277139,false,,[5]
675,754784,false,,[5]
676,2330124,false,,[5]
677,430604,false,,[5]
678,188315,false,,[5]
679,4715237,false,,"[5,39]"
680,3574906,false,,[5]
681,2884345,false,,[5]
682,3561402,false,,[5]
683,2217587,false,,[5]
684,81467,false,,[5]
685,6739275,false,,[5]
686,1122125,false,,[5]
687,1316564,false,,"[5,22,27,26,25,29,28,36,42,41,40,59,57,62,65,66,67,64,71,69,70,73,74]"
688,164336,false,,[5]
689,1429310,false,,[5]
690,1190167,false,,[5]
691,627404,false,,[5]
692,496928,false,,[5]
693,4449240,false,,[5]
694,418127,false,,[5]
695,3862638,false,,[5]
696,4063629,false,,[5]
697,2606986,false,,[5]
698,2478934,false,,[5]
699,3874854,false,,[5]
700,1124859,false,,[5]
701,277170,false,,[5]
702,791494,false,,[5]
703,3778648,false,,[5]
704,2725885,false,,[5]
705,1170011,false,,[5]
706,200840,false,,[5]
707,624633,false,,[5]
708,3930352,false,,[5]
709,3146670,false,,[5]
710,3158055,false,,[5]
711,5371182,false,,[5]
712,1233845,false,,[5]
713,1571787,false,,[5]
714,2401301,false,,[5]
715,5641770,false,,"[5,13,33]"
716,5402647,false,,[5]
717,7590229,false,,[5]
718,9506036,false,,[5]
719,10501077,false,,[5]
720,322828,false,,[5]
721,181905,false,,[5]
722,723607,false,,[5]
723,692393,false,,[5]
724,3459106,false,,"[9,11,37]"
725,4361937,false,,[9]
726,7119047,false,,[9]
727,3627852,false,,[9]
728,966834,false,,[9]
729,2766590,false,,[9]
730,2325488,false,,[9]
731,2326808,false,,[9]
732,970224,false,,[9]
733,478828,false,,[9]
734,382062,false,,[9]
735,469856,false,,[9]
736,100150,false,,[9]
737,5806275,false,,[9]
738,6034256,false,,[9]
739,250635,false,,[9]
740,5850945,false,,[9]
741,1114961,false,,[9]
742,483622,false,,[9]
743,691716,false,,[9]
744,1233454,false,,"[9,14,38]"
745,1396811,false,,[9]
746,5577828,false,,[9]
747,265311,false,,[9]
748,3430550,false,,[9]
749,3929572,false,,[9]
750,3058456,false,,[9]
751,227756,false,,[9]
752,147255,false,,[9]
753,1258910,false,,[9]
754,3401721,false,,[9]
755,6942205,false,,[9]
756,7211269,false,,[9]
757,7082922,false,,[9]
758,1691497,false,,[9]
759,3100425,false,,[9]
760,2256352,false,,[9]
761,2381300,false,,[9]
762,4464033,false,,[9]
763,5071363,false,,[9]
764,1439196,false,,[9]
765,2586793,false,,"[9,10]"
766,4238787,false,,[9]
767,5456581,false,,"[9,10]"
768,5036670,false,,[9]
769,4983478,false,,"[9,39]"
770,423424,false,,[9]
771,873494,false,,[9]
772,2465526,false,,[9]
773,571135,false,,[9]
774,1441800,false,,[9]
775,2843562,false,,[9]
776,5070326,false,,[9]
777,4870122,false,,[9]
778,371400,false,,"[9,13]"
779,916679,false,,"[9,13]"
780,1340468,false,,"[9,13]"
781,1068324,false,,[9]
782,145125,false,,[9]
783,2816292,false,,[9]
784,2677192,false,,[9]
785,2828759,false,,[9]
786,2451080,false,,[9]
787,2267936,false,,[9]
788,5006509,false,,[9]
789,5339374,false,,[9]
790,11033059,false,,[9]
791,4812385,false,,[9]
792,637397,false,,[9]
793,6090181,false,,[9]
794,7400503,false,,[9]
795,3592258,false,,[9]
796,1846730,false,,[9]
797,1000650,false,,[9]
798,289260,false,,[9]
799,1245311,false,,[9]
800,1559728,false,,[9]
801,443409,false,,[9]
802,3220719,false,,[9]
803,677680,false,,[9]
804,2784118,false,,[9]
805,1555121,false,,"[9,11,14,36]"
806,4320401,false,,"[9,36]"
807,1099904,false,,"[9,36]"
808,8855525,false,,[10]
809,1367334,false,,[10]
810,5974241,false,,[10]
811,3191935,false,,"[10,39]"
812,1276441,false,,"[10,39]"
813,2883842,false,,[10]
814,1227594,false,,[10]
815,2800294,false,,"[10,39]"
816,2095118,false,,[10]
817,563593,false,,[10]
818,1474522,false,,[10]
819,2015117,false,,"[10,44]"
820,254563,false,,[10]
821,197270,false,,[10]
822,6371125,false,,[10]
823,84364,false,,[10]
824,2072392,false,,[10]
825,938519,false,,[10]
826,2510633,false,,[10]
827,2827314,false,,[10]
828,6649250,false,,[10]
829,5857898,false,,"[10,44]"
830,156538,false,,[10]
831,4412599,false,,[10]
832,5774377,false,,"[10,11,12,13,27,28,62,65,73,74]"
833,7982392,false,,[10]
834,488390,false,,[10]
835,7046990,false,,[10]
836,436981,false,,"[10,39]"
837,1526232,false,,"[10,39]"
838,1481637,false,,[10]
839,527811,false,,"[10,44]"
840,3445413,false,,"[10,44]"
841,1443200,false,,[10]
842,3617712,false,,[10]
843,3011705,false,,[10]
844,1619612,false,,[10]
845,276642,false,,[10]
846,5212493,false,,[10]
847,5370047,false,,[10]
848,1223939,false,,"[10,16,23,21,26,28,44,47,51,56,61,60,63,66,67,73,74]"
849,7919157,false,,[10]
850,6947140,false,,[10]
851,6656622,false,,"[10,14,39]"
852,2006604,false,,[10]
853,5774855,false,,[10]
854,696544,false,,[10]
855,145205,false,,[11]
856,1968634,false,,[11]
857,938657,false,,"[11,14]"
858,881581,false,,"[11,14]"
859,558211,false,,"[11,14]"
860,467194,false,,[11]
861,230630,false,,[11]
862,2299613,false,,"[11,38]"
863,754521,false,,[11]
864,198775,false,,[11]
865,4477005,false,,[11]
866,568315,false,,[11]
867,638772,false,,[11]
868,430985,false,,"[11,34,43]"
869,1773724,false,,"[11,34]"
870,5626941,false,,"[11,43]"
871,5992617,false,,[11]
872,4834478,false,,[11]
873,3408136,false,,[11]
874,245237,false,,[11]
875,112353,false,,[11]
876,181170,false,,[11]
877,1739839,false,,[11]
878,7605144,false,,[11]
879,7981725,false,,[11]
880,7286030,false,,[11]
881,338647,false,,"[11,13]"
882,430773,false,,[11]
883,3363920,false,,[11]
884,1924131,false,,[11]
885,5858526,false,,[11]
886,4941899,false,,[11]
887,3977627,false,,[11]
888,3262847,false,,[11]
889,1369988,false,,"[11,14]"
890,1149452,false,,"[11,14]"
891,9054057,false,,[11]
892,7705399,false,,"[11,12]"
893,3237950,false,,[11]
894,80724,false,,[11]
895,4286439,false,,[11]
896,6090610,false,,[11]
897,4382395,false,,[11]
898,4796244,false,,[11]
899,4749838,false,,[11]
900,779004,false,,[11]
901,93181,false,,[11]
902,8244766,false,,[11]
903,10054286,false,,[11]
